date,sp500_close,sp500_return,sp500_vol20,sp500_rsi,energy_close,energy_return,energy_vol20,energy_rsi,clean_energy_close,clean_energy_return,clean_energy_vol20,clean_energy_rsi,agriculture_close,agriculture_return,agriculture_vol20,agriculture_rsi,real_estate_close,real_estate_return,real_estate_vol20,real_estate_rsi,insurance_close,insurance_return,insurance_vol20,insurance_rsi,materials_close,materials_return,materials_vol20,materials_rsi,vix_close,vix_return,vix_vol20,vix_rsi,bonds_10y_close,bonds_10y_return,bonds_10y_vol20,bonds_10y_rsi
2010-01-04,1132.989990234375,,,,17.26827049255371,,,,16.12031364440918,,,,22.942543029785156,,,,23.552087783813477,,,,8.84874153137207,,,,12.016514778137207,,,,20.040000915527344,,,,3.8410000801086426,,,
2010-01-05,1136.52001953125,0.0031156756258232665,,,17.409208297729492,0.008161663047643097,,,16.551794052124023,0.026766253885171176,,,23.088674545288086,0.006369455875628649,,,23.525665283203125,-0.0011218750903481123,,,8.956042289733887,0.012126103805992772,,,12.055368423461914,0.0032333539334881145,,,19.350000381469727,-0.034431162801145,,,3.755000114440918,-0.022389993198149605,,
2010-01-06,1137.1400146484375,0.0005455206301101523,,,17.617687225341797,0.01197521013287517,,,16.693265914916992,0.008547222273757926,,,23.21761131286621,0.0055844161744849075,,,23.483362197875977,-0.0017981674404485837,,,8.978504180908203,0.0025080153094032553,,,12.260235786437988,0.01699386993244989,,,19.15999984741211,-0.009819148853328685,,,3.808000087738037,0.01411450643990464,,
2010-01-07,1141.68994140625,0.00400120187417663,,,17.591249465942383,-0.001500637345938638,,,16.72862434387207,0.002118125304856111,,,23.037097930908203,-0.007774847271130536,,,23.737125396728516,0.010806084610639477,,,9.115751266479492,0.015286186073525387,,,12.164867401123047,-0.0077786746499961534,,,19.059999465942383,-0.005219226631843266,,,3.822000026702881,0.0036764544753884465,,
2010-01-08,1144.97998046875,0.0028817272914287706,,,17.705774307250977,0.006510330123526531,,,16.877174377441406,0.008879990997212595,,,23.105865478515625,0.0029850785812373104,,,23.56266975402832,-0.007349484816903673,,,9.09079647064209,-0.00273754681406968,,,12.334406852722168,0.013936810489481255,,,18.1299991607666,-0.04879330174366292,,,3.808000087738037,-0.0036629876679831197,,
2010-01-09,1144.97998046875,0.0028817272914287706,,,17.705774307250977,0.006510330123526531,,,16.877174377441406,0.008879990997212595,,,23.105865478515625,0.0029850785812373104,,,23.56266975402832,-0.007349484816903673,,,9.09079647064209,-0.00273754681406968,,,12.334406852722168,0.013936810489481255,,,18.1299991607666,-0.04879330174366292,,,3.808000087738037,-0.0036629876679831197,,
2010-01-10,1144.97998046875,0.0028817272914287706,,,17.705774307250977,0.006510330123526531,,,16.877174377441406,0.008879990997212595,,,23.105865478515625,0.0029850785812373104,,,23.56266975402832,-0.007349484816903673,,,9.09079647064209,-0.00273754681406968,,,12.334406852722168,0.013936810489481255,,,18.1299991607666,-0.04879330174366292,,,3.808000087738037,-0.0036629876679831197,,
2010-01-11,1146.97998046875,0.0017467554316374923,,,17.682279586791992,-0.0013269524422528933,,,16.9832706451416,0.0062863762219584896,,,23.002716064453125,-0.004464209062344349,,,23.70012092590332,0.005833429458964368,,,9.13072395324707,0.004392077496611302,,,12.267298698425293,-0.005440728127276251,,,17.549999237060547,-0.031991172121021205,,,3.818000078201294,0.0026260478552659894,,
2010-01-12,1136.219970703125,-0.009381166148364262,,,17.426822662353516,-0.014447058320992356,,,16.473981857299805,-0.029987674252102248,,,22.581514358520508,-0.018310955312947352,,,23.303621292114258,-0.01672985699223606,,,9.070830345153809,-0.006559568375951397,,,12.034173011779785,-0.019003832251629604,,,18.25,0.039886085092314616,,,3.7190001010894775,-0.025929799655335928,,
2010-01-13,1145.6800537109375,0.008325925658531075,,,17.491422653198242,0.003706928801443521,,,16.587160110473633,0.006870121270873941,,,22.86518096923828,0.0125618949293691,,,23.774137496948242,0.02019069049123301,,,9.170652389526367,0.011004730611667624,,,12.175459861755371,0.011740470229012478,,,17.850000381469727,-0.021917787316727333,,,3.7829999923706055,0.017208897429817016,,
2010-01-14,1148.4599609375,0.0024264254383745687,,,17.541337966918945,0.0028537023380186266,,,16.14153480529785,-0.02686567816358143,,,22.65028190612793,-0.009398528854832389,,,23.752992630004883,-0.0008894062695681271,,,9.205586433410645,0.0038093302853976496,,,12.027113914489746,-0.012184011852529486,,,17.6299991607666,-0.012324998095322726,,,3.7339999675750732,-0.012952689636360981,,
2010-01-15,1136.030029296875,-0.010823130159869354,,,17.40040397644043,-0.008034392287766257,,,15.717132568359375,-0.02629255780554296,,,22.435382843017578,-0.009487699270189331,,,23.5732479095459,-0.007567245241845044,,,9.083312034606934,-0.013282630029949005,,,11.938806533813477,-0.00734235838324282,,,17.90999984741211,0.015882058988897496,,,3.6760001182556152,-0.015532900327560606,,
2010-01-16,1136.030029296875,-0.010823130159869354,,,17.40040397644043,-0.008034392287766257,,,15.717132568359375,-0.02629255780554296,,,22.435382843017578,-0.009487699270189331,,,23.5732479095459,-0.007567245241845044,,,9.083312034606934,-0.013282630029949005,,,11.938806533813477,-0.00734235838324282,,,17.90999984741211,0.015882058988897496,,,3.6760001182556152,-0.015532900327560606,,
2010-01-17,1136.030029296875,-0.010823130159869354,,,17.40040397644043,-0.008034392287766257,,,15.717132568359375,-0.02629255780554296,,,22.435382843017578,-0.009487699270189331,,,23.5732479095459,-0.007567245241845044,,,9.083312034606934,-0.013282630029949005,,,11.938806533813477,-0.00734235838324282,,,17.90999984741211,0.015882058988897496,,,3.6760001182556152,-0.015532900327560606,,
2010-01-18,1136.030029296875,-0.010823130159869354,,,17.40040397644043,-0.008034392287766257,,,15.717132568359375,-0.02629255780554296,,,22.435382843017578,-0.009487699270189331,,,23.5732479095459,-0.007567245241845044,,,9.083312034606934,-0.013282630029949005,,,11.938806533813477,-0.00734235838324282,,,17.90999984741211,0.015882058988897496,,,3.6760001182556152,-0.015532900327560606,,
2010-01-19,1150.22998046875,0.012499626599363545,,,17.558963775634766,0.009112420574201696,,,15.618097305297852,-0.00630110248359772,,,22.581514358520508,0.006513439798439213,,,24.054332733154297,0.02040808400498717,,,9.240519523620605,0.017307287079285638,,,12.12954330444336,0.015976200811167462,,,17.579999923706055,-0.01842545653364358,,,3.7070000171661377,0.00843305166302133,,
2010-01-20,1138.0400390625,-0.010597829662970737,,,17.285879135131836,-0.015552434869867904,,,14.995641708374023,-0.03985476494071294,,,22.461170196533203,-0.005329322032022854,,,23.784709930419922,-0.011208908005282181,,,9.165660858154297,-0.008101131681498508,,,11.914084434509277,-0.017763147756367226,,,18.68000030517578,0.06257112549735644,,,3.6589999198913574,-0.012948502037362974,,
2010-01-21,1116.47998046875,-0.01894490338978838,,,16.93353271484375,-0.020383482814708365,,,14.691483497619629,-0.020283107363424313,,,22.478361129760742,0.0007653623153700551,,,23.102741241455078,-0.028672566996187143,,,8.968522071838379,-0.02150840941714882,,,11.398383140563965,-0.043285012522790045,,,22.270000457763672,0.19218415920438647,,,3.6110000610351562,-0.013118300056597532,,
2010-01-22,1091.760009765625,-0.022140988764300484,,,16.531261444091797,-0.023755897692826156,,,14.146831512451172,-0.03707263362863955,,,22.443979263305664,-0.0015295539677737668,,,22.521194458007812,-0.025172198284580616,,,8.753915786743164,-0.023928835027243744,,,11.172318458557129,-0.01983304818052034,,,27.309999465942383,0.22631337694569686,,,3.5980000495910645,-0.003600113881018663,,
2010-01-23,1091.760009765625,-0.022140988764300484,,,16.531261444091797,-0.023755897692826156,,,14.146831512451172,-0.03707263362863955,,,22.443979263305664,-0.0015295539677737668,,,22.521194458007812,-0.025172198284580616,,,8.753915786743164,-0.023928835027243744,,,11.172318458557129,-0.01983304818052034,,,27.309999465942383,0.22631337694569686,,,3.5980000495910645,-0.003600113881018663,,
2010-01-24,1091.760009765625,-0.022140988764300484,,,16.531261444091797,-0.023755897692826156,,,14.146831512451172,-0.03707263362863955,,,22.443979263305664,-0.0015295539677737668,,,22.521194458007812,-0.025172198284580616,,,8.753915786743164,-0.023928835027243744,,,11.172318458557129,-0.01983304818052034,,,27.309999465942383,0.22631337694569686,,,3.5980000495910645,-0.003600113881018663,,
2010-01-25,1096.780029296875,0.004598098012701168,,35.756431443287,16.6398983001709,0.006571601111415859,,36.455621145016146,14.323665618896484,0.012499908993025999,,28.10347208551258,22.28925132751465,-0.006893961804891879,,35.38458822188626,22.679792404174805,0.007042164058514322,,38.744928904212195,8.846246719360352,0.010547386434424322,,49.909926825284906,11.271220207214355,0.008852392547177734,,34.68782080525828,25.40999984741211,-0.06957157289218241,,66.72896487223888,3.630000114440918,0.008893847806781041,,32.95636229483647
2010-01-26,1092.1700439453125,-0.004203199573680982,,32.70144387937826,16.53420066833496,-0.006352059966307166,,30.84852161778589,14.323665618896484,0.0,,19.653174236758304,22.108736038208008,-0.008098759651195886,,28.409031850231116,22.46833610534668,-0.009323555306846698,,36.97920331589444,8.843754768371582,-0.0002816958499829436,,45.614275808997704,11.112272262573242,-0.014102106224433086,,31.535147116608726,24.549999237060547,-0.03384496715922447,,66.02958590592013,3.630000114440918,0.0,,38.27390048921374
2010-01-27,1097.5,0.004880152210944955,,35.086501021626404,16.4695987701416,-0.003907167905436104,,23.182545301797646,14.061952590942383,-0.018271372351001847,,15.298441197112297,21.80788230895996,-0.013607911765200709,,21.126808870975296,22.66922950744629,0.008941178428063745,,40.35100990136844,8.97101879119873,0.014390270440592712,,49.72975485212722,11.016907691955566,-0.00858191451435808,,24.56634493058688,23.139999389648438,-0.05743380412344701,,61.41054705599535,3.6440000534057617,0.0038567323756131255,,33.400779343362146
2010-01-28,1084.530029296875,-0.011817740959567224,,29.7763999110731,16.29636001586914,-0.010518699131063958,,21.69470955916252,13.941702842712402,-0.008551426087685443,,14.051214749567094,21.98839569091797,0.008277437460483927,,28.521133378132973,22.473608016967773,-0.008629384179742794,,34.81569824467664,8.84874153137207,-0.013630253449766871,,40.254985340050254,10.819098472595215,-0.01795505825149013,,23.578164878503642,23.729999542236328,0.02549698220181562,,63.02286481751756,3.6579999923706055,0.0038419151371194005,,33.400779343362146
